ghi;dni;dhi;temp_air;ws10
0.0;0.0;0.0;1.74;4.0
0.0;0.0;0.0;1.83;3.86
0.0;0.0;0.0;1.81;3.79
0.0;0.0;0.0;1.68;4.0
0.0;0.0;0.0;1.7;4.34
0.0;0.0;0.0;2.07;4.83
0.0;0.0;0.0;2.04;4.97
68.0;210.53;40.0;2.42;5.1
153.0;529.06;50.0;3.12;5.1
132.0;152.04;98.0;3.76;4.62
177.0;436.09;82.0;4.01;5.1
138.0;343.19;77.0;3.92;5.24
99.0;584.62;37.0;3.59;4.41
7.0;0.0;7.0;2.96;3.59
0.0;0.0;0.0;1.93;2.9
0.0;0.0;0.0;1.36;2.48
0.0;0.0;0.0;0.73;2.41
0.0;0.0;0.0;0.35;2.62
0.0;0.0;0.0;0.3;2.83
0.0;0.0;0.0;0.36;2.97
0.0;0.0;0.0;0.45;2.97
0.0;0.0;0.0;0.6;3.03
0.0;0.0;0.0;0.69;3.03
0.0;0.0;0.0;0.54;2.9
0.0;0.0;0.0;0.27;2.83
0.0;0.0;0.0;-0.01;2.97
0.0;0.0;0.0;-0.02;3.1
0.0;0.0;0.0;0.05;3.1
0.0;0.0;0.0;0.16;3.1
0.0;0.0;0.0;0.54;3.24
0.0;0.0;0.0;0.48;2.9
73.0;234.71;41.0;0.79;2.41
159.0;554.83;49.0;1.81;2.14
100.0;39.58;91.0;2.89;2.14
210.0;694.38;56.0;3.47;2.21
55.0;0.0;55.0;3.47;2.41
14.0;0.0;14.0;2.88;2.41
2.0;0.0;2.0;1.89;2.55
0.0;0.0;0.0;0.96;2.62
0.0;0.0;0.0;0.46;2.55
0.0;0.0;0.0;0.18;2.62
0.0;0.0;0.0;0.16;2.69
0.0;0.0;0.0;0.04;2.76
0.0;0.0;0.0;-0.03;2.76
0.0;0.0;0.0;-0.13;2.9
0.0;0.0;0.0;-0.25;2.97
0.0;0.0;0.0;-0.31;3.1
0.0;0.0;0.0;-0.3;3.24
0.0;0.0;0.0;-0.3;3.31
0.0;0.0;0.0;-0.37;3.31
0.0;0.0;0.0;-0.34;3.52
0.0;0.0;0.0;-0.05;3.72
0.0;0.0;0.0;0.21;3.59
0.0;0.0;0.0;0.48;3.66
0.0;0.0;0.0;1.26;4.41
49.0;42.92;43.0;1.88;5.31
82.0;34.66;75.0;2.32;5.66
90.0;17.29;86.0;2.4;5.72
114.0;62.0;100.0;2.42;5.31
132.0;242.05;87.0;2.49;5.03
43.0;8.75;42.0;2.02;4.62
6.0;0.0;6.0;1.3;4.48
0.0;0.0;0.0;0.81;4.48
0.0;0.0;0.0;0.57;4.55
0.0;0.0;0.0;0.42;4.28
0.0;0.0;0.0;0.0;3.79
0.0;0.0;0.0;-0.04;3.79
0.0;0.0;0.0;-0.04;3.93
0.0;0.0;0.0;-0.09;4.34
0.0;0.0;0.0;-0.13;4.69
0.0;0.0;0.0;-0.15;4.83
0.0;0.0;0.0;-0.18;4.62
0.0;0.0;0.0;-0.26;4.55
0.0;0.0;0.0;-0.3;4.55
0.0;0.0;0.0;-0.31;4.69
0.0;0.0;0.0;-0.29;4.76
0.0;0.0;0.0;-0.38;4.55
0.0;0.0;0.0;-0.06;4.41
0.0;0.0;0.0;0.01;3.93
61.0;97.66;47.0;0.49;4.0
116.0;155.54;84.0;1.44;4.21
104.0;38.26;95.0;2.14;4.55
112.0;52.19;100.0;2.39;4.97
60.0;0.0;60.0;2.23;5.45
10.0;0.0;10.0;1.63;5.17
2.0;0.0;2.0;0.98;4.76
0.0;0.0;0.0;0.44;4.62
0.0;0.0;0.0;0.21;4.62
0.0;0.0;0.0;0.01;4.48
0.0;0.0;0.0;-0.13;4.34
0.0;0.0;0.0;-0.21;4.0
0.0;0.0;0.0;-0.35;3.79
0.0;0.0;0.0;-0.25;3.72
0.0;0.0;0.0;-0.13;3.66
0.0;0.0;0.0;-0.24;3.59
0.0;0.0;0.0;-0.2;3.59
0.0;0.0;0.0;-0.52;3.45
0.0;0.0;0.0;-0.83;3.52
0.0;0.0;0.0;-1.0;3.66
0.0;0.0;0.0;-1.2;3.79
0.0;0.0;0.0;-1.39;3.86
0.0;0.0;0.0;-1.52;3.79
0.0;0.0;0.0;-1.64;3.93
66.0;108.83;50.0;-1.31;4.21
160.0;462.74;63.0;-0.77;5.24
139.0;133.7;107.0;-0.47;5.59
35.0;0.0;35.0;-0.4;5.17
70.0;5.14;69.0;-0.48;4.9
19.0;0.0;19.0;-0.7;4.41
3.0;0.0;3.0;-1.16;3.86
0.0;0.0;0.0;-1.56;3.59
0.0;0.0;0.0;-1.72;3.38
0.0;0.0;0.0;-1.91;3.1
0.0;0.0;0.0;-1.81;2.9
0.0;0.0;0.0;-2.13;2.55
0.0;0.0;0.0;-2.02;2.07
0.0;0.0;0.0;-1.96;1.59
0.0;0.0;0.0;-2.07;1.59
0.0;0.0;0.0;-2.28;1.72
0.0;0.0;0.0;-2.32;1.38
0.0;0.0;0.0;-2.52;1.59
0.0;0.0;0.0;-2.85;1.45
0.0;0.0;0.0;-2.88;1.38
0.0;0.0;0.0;-2.73;0.97
0.0;0.0;0.0;-2.73;1.1
0.0;0.0;0.0;-2.27;1.72
1.0;0.0;1.0;-2.12;2.07
13.0;0.0;13.0;-1.31;2.28
20.0;0.0;20.0;-0.63;2.48
26.0;0.0;26.0;0.0;2.55
19.0;0.0;19.0;0.32;2.76
31.0;0.0;31.0;0.32;2.62
15.0;0.0;15.0;0.47;2.34
3.0;0.0;3.0;0.29;2.0
0.0;0.0;0.0;-0.31;1.38
0.0;0.0;0.0;-0.89;1.17
0.0;0.0;0.0;-1.17;1.59
0.0;0.0;0.0;-0.99;1.86
0.0;0.0;0.0;-0.93;1.79
0.0;0.0;0.0;-1.12;1.72
0.0;0.0;0.0;-1.56;1.45
0.0;0.0;0.0;-1.8;1.31
0.0;0.0;0.0;-2.36;1.52
0.0;0.0;0.0;-2.33;1.66
0.0;0.0;0.0;-2.65;1.86
0.0;0.0;0.0;-2.81;2.0
0.0;0.0;0.0;-2.86;2.07
0.0;0.0;0.0;-2.66;2.07
0.0;0.0;0.0;-2.47;2.07
0.0;0.0;0.0;-2.38;1.86
3.0;0.0;3.0;-2.78;1.72
